question,references,corpus_id
為什麼要將警告視為錯誤來處理？,"[{""content"": ""Warnings Are Really Errors (\u628a\u8b66\u544a\u7576\u771f)\n\u7de8\u8b6f\u5668(\u9019\u88e1\u6cdb\u6307 complier \u6216 interpreter) \u7684\u8b66\u544a\u5e38\u5e38\u6709\u4eba\u662f\u5ffd\u7565\u4e0d\u770b\u7684\uff0c\u53cd\u6b63\u53ef\u4ee5\u7de8\u8b6f\u57f7\u884c\u4e0d\u6703 error \u5c31\u597d\u4e86\uff1f\u66f8\u4e0a\u8209\u4e86 C++ \u7684\u4f8b\u5b50\uff0c\u7de8\u8b6f\u5668\u7684\u8b66\u544a\u9084\u662f\u883b\u6709\u7528\u7684(\u6211\u60f3\u7279\u5225\u662f static \u8a9e\u8a00)\u53ef\u4ee5\u5e6b\u52a9\u4f60\u627e\u5230\u8ddf\u907f\u514d\u6f5b\u5728\u7684 Bugs\uff0c\u8acb\u4e0d\u8981\u5ffd\u7565\u3002\u8acb\u5c07\u7de8\u8b6f\u5668\u7684\u8b66\u544a\u4e5f\u7576\u4f5c\u7a0b\u5f0f\u932f\u8aa4\u6216\u7121\u6cd5\u901a\u904e\u6e2c\u8a66\u7684\u7a0b\u5f0f\u4e00\u6a23\u8a8d\u771f\u8655\u7406\u3002"", ""start_index"": 14867, ""end_index"": 15069}]",data/agile.txt
為什麼要經常進行整合而不是延遲整合？,"[{""content"": ""\u8a31\u591a\u4eba\u6703\u6703\u5ef6\u5f8c\u6574\u5408\uff0c\u7562\u7adf\u7cfb\u7d71\u6700\u5f8c\u518d\u6574\u5408\u5c31\u597d\uff0c\u53ea\u8981\u73fe\u5728\u81ea\u5df1\u7684 sub-system \u53ef\u4ee5\u52d5\u5c31\u597d\u3002\u4f46\u5982\u679c\u4f60\u4e00\u76f4\u53ea\u958b\u767c\u81ea\u5df1\u7684\u6771\u897f\uff0c\u800c\u8d8a\u6162\u8ddf\u5225\u4eba\u7684\u6771\u897f\u6574\u5408\u5728\u4e00\u8d77\uff0c\u8d8a\u662f\u8f9b\u82e6\u3002\u5efa\u8b70\u6574\u5408\u7684\u6b21\u6578\u5f9e\u4e00\u5929\u597d\u5e7e\u6b21\uff0c\u5230\u81f3\u591a\u5169\u4e09\u5929\u4e5f\u81f3\u5c11\u6709\u4e00\u6b21\u3002"", ""start_index"": 5289, ""end_index"": 5398}, {""content"": ""\u6211\u81ea\u5df1\u7684\u7d93\u9a57\u662f\uff0c\u4f60\u5728\u5206\u652f(branch)\u958b\u767c\u4e00\u500b\u529f\u80fd\uff0c\u800c\u4e3b\u5e79(trunk)\u540c\u6642\u4e5f\u6709\u5225\u4eba\u5728\u7e7c\u7e8c\u9032\u884c\uff0c\u9019\u6642\u5019\u5efa\u8b70\u6642\u5e38\u8981\u5f9e trunk merge \u9032\u4f60\u7684 branch\uff0c\u53ef\u4ee5\u7684\u8a71\u6bcf\u5929\u9032\u884c\uff0c\u800c\u4e0d\u662f\u7b49\u5230\u6700\u5f8c\u624d\u9032\u884c\u5408\u4f75\uff0c\u6700\u5f8c\u624d\u5408\u4f75\u53ef\u80fd\u5c31merge\u4e0d\u8d77\u4f86\u4e86\uff0c\u5dee\u7570\u592a\u5927\u3002"", ""start_index"": 5400, ""end_index"": 5527}, {""content"": ""\u900f\u904e\u76e1\u65e9\u6574\u5408\uff0c\u4f60\u6703\u767c\u73fe\u4f60\u7684 sub-system \u8207\u5176\u4ed6 sub-system \u5982\u4f55\u4e92\u52d5\uff0c\u8d8a\u65e9\u4e86\u89e3\u554f\u984c\u6240\u5728\uff0c\u4fee\u597d\u5b83\u7684\u5de5\u4f5c\u56f0\u96e3\u5ea6\u5c31\u8d8a\u4f4e\u3002"", ""start_index"": 5637, ""end_index"": 5704}]",data/agile.txt
什麼是遞增式編寫程式的好處？,"[{""content"": ""Code in Increments (\u905e\u589e\u5f0f\u5beb\u7a0b\u5f0f)\n\u5beb\u7a0b\u5f0f\u7684 edit/build/test \u9031\u671f\u8981\u77ed\uff0c\u52a0\u4e0a\u4e0d\u65b7\u7684\u91cd\u69cb\u6539\u9032\uff0c\u624d\u6703\u5beb\u51fa\u5bb9\u6613\u95b1\u8b80\u3001\u5bb9\u6613\u6e2c\u8a66\u7684\u5c0f\u51fd\u5f0f\u548c\u9ad8\u5167\u805a\u529b\u7684\u985e\u5225\uff0c\u800c\u4e0d\u662f\u4e00\u5927\u6cb1\u8907\u96dc\u7121\u6cd5\u638c\u63e1\u7684\u7a0b\u5f0f\u3002"", ""start_index"": 11849, ""end_index"": 11955}]",data/agile.txt
為什麼要使用自動化的部署機制？,"[{""content"": ""Automate Deployment Early (\u53ca\u65e9\u81ea\u52d5\u5316\u4f48\u7f72)\n\u81ea\u52d5\u5316\u5b89\u88dd\u6b65\u9a5f(Install or deploying your product should be easy, reliable and repeatable)\u3002"", ""start_index"": 5706, ""end_index"": 5825}, {""content"": ""\u5b89\u88dd\u6b65\u9a5f\u4e0d\u53ea\u6709\u4f60\u800c\u5df2\uff0c\u9084\u6709 production \u8ddf\u6240\u6709 programmers \u8ddf tester\u3002"", ""start_index"": 5847, ""end_index"": 5897}, {""content"": ""\u5982\u679c\u6700\u5f8c deploy \u624d\u505a\uff0c\u5e38\u6703\u767c\u751f\u6771\u5c11\u897f\u5c11\u88dd\u6771\u897f\u7684\u60c5\u6cc1\uff0c\u5e38\u5e38\u6a5f\u5668\u74b0\u5883\u6539\u4e86\u7a0b\u5f0f\u5c31\u58de\u4e86\u3002"", ""start_index"": 5897, ""end_index"": 5941}, {""content"": ""\u8d81\u65e9\u505a\u597d\u5b89\u88dd\u7a0b\u5f0f\u4e5f\u53ef\u4ee5\u8b93 QA team \u53ca\u65e9\u6e2c\u8a66\u4e0d\u540c\u6a5f\u5668\u74b0\u5883\u8ddf\u8a2d\u5b9a\u7684 deployment\u3002"", ""start_index"": 5941, ""end_index"": 5988}, {""content"": ""\u81ea\u52d5\u5316\u4f48\u7f72\uff0c\u5728 web \u5c08\u6848\u4e2d\uff0c\u53ef\u4ee5\u5feb\u901f\u4e0a\u7dda\u7684\u80fd\u529b\u5c07\u6703\u975e\u5e38\u65b9\u4fbf\uff0c\u7279\u5225\u662f\u6709bug\u99ac\u4e0a\u4fee\u597d\u7684\u6642\u5019\u3002"", ""start_index"": 6030, ""end_index"": 6077}]",data/agile.txt
如何確保軟體開發中的程式碼變更不會影響系統穩定性？,"[{""content"": ""\u7576\u4f60\u8ddf\u4e00\u500b\u5718\u968a\u4e00\u8d77\u5de5\u4f5c\uff0c\u4f60\u5fc5\u9808\u4e86\u89e3\u5230\u4f60\u7684 changes \u662f\u6703\u5f71\u97ff\u6574\u500b team \u7684\u751f\u7522\u529b\uff0c\u4e00\u500b unreleasable \u7684\u72c0\u614b\u8b93\u6574\u500b team \u5361\u5728\u90a3\u88e1\u3002"", ""start_index"": 4775, ""end_index"": 4854}, {""content"": ""\u4f60\u4e0d\u80fd\u5fcd\u53d7\u5225\u4eba check-in \u7684 code \u628a\u7a0b\u5f0f\u641e\u721b\u5230\u4e0d\u80fd\u52d5\uff0c\u5225\u4eba\u4e5f\u4e0d\u559c\u6b61\u3002"", ""start_index"": 4854, ""end_index"": 4895}, {""content"": ""\u6700\u597d\u7684\u8fa6\u6cd5\u5c31\u662f\u5efa\u7f6e\u4e00\u500b continuous integration system (CI)\uff0c\u7576\u6709\u4e00\u500b check-in \u6642\u6703\u81ea\u52d5 check-out \u51fa\u4f86\u57f7\u884c\u6e2c\u8a66\u4e26\u7522\u751f\u901a\u77e5\u3002"", ""start_index"": 5006, ""end_index"": 5094}, {""content"": ""\u5728 check-in \u524d\u8dd1\u4e00\u904d\u6240\u6709\u7684 unit tests"", ""start_index"": 4923, ""end_index"": 4952}, {""content"": ""\u53e6\u5916\u9084\u53ef\u4ee5\u52a0\u88dd\u4e00\u5957 continuous build \u5de5\u5177(\u4f8b\u5982 CruiseControl)\uff0c\u5b83\u53ef\u4ee5\u81ea\u52d5 checkout \u6700\u65b0\u7684\u7a0b\u5f0f\u78bc\u4e26\u6e2c\u8a66\uff0c\u4e00\u65e6\u6709\u4eba\u9001\u4ea4\u4e86\u6709\u932f\u7684\u7a0b\u5f0f\u78bc\uff0c\u99ac\u4e0a\u5c31\u53ef\u4ee5\u901a\u77e5\u4e26\u4fee\u6b63(\u9019\u6642\u5019fix bug\u6700\u7c21\u55ae\u4e14\u6210\u672c\u6700\u4f4e)\u3002"", ""start_index"": 7970, ""end_index"": 8088}]",data/agile.txt
什麼是敏捷開發每日會議的優點？,"[{""content"": ""Schedule Regular Face Time (\u9032\u884c\u6bcf\u65e5\u7684\u56fa\u5b9a\u7c21\u77ed\u958b\u6703)\n\u958b\u6703\u662f\u500b\u6e9d\u901a\u5fc5\u8981\u4f46\u53c8\u82b1\u6642\u9593\u8a0e\u4eba\u53ad\u7684\u4e8b\u60c5\uff0c\u5728 Agile \u65b9\u6cd5\u8ad6\u88e1\u9762\u63d0\u51fa\u4e86\u4e00\u7a2e\u53eb Stand-up meeting \u7684\u6bcf\u5929\u958b\u6703\u65b9\u5f0f\uff0c\u6b63\u5982\u5176\u540d\u5efa\u8b70\u7684\uff1a\u8acb\u7ad9\u8457\u958b\u6703\uff0c\u9019\u6a23\u624d\u6703\u63d0\u9192\u5927\u5bb6\u76e1\u65e9\u958b\u5b8c\u3002"", ""start_index"": 16612, ""end_index"": 16745}, {""content"": ""Stand-up meeting \u6709\u5e7e\u500b\u597d\u8655\uff1a1. \u7e7c\u7e8c\u5c08\u5fc3\u6bcf\u5929\u7684\u9032\u5ea6 2. \u5982\u679c developer \u78b0\u5230\u4efb\u4f55\u554f\u984c\uff0c\u53ef\u4ee5\u6709\u6a5f\u6703\u767c\u51fa\u8072\u97f3\u5c0b\u6c42\u5e6b\u52a9\uff0c\u52a0\u901f\u4e8b\u60c5\u89e3\u6c7a 3. \u5e6b\u52a9\u5718\u968a\u6210\u54e1\u4e86\u89e3\u5176\u4ed6\u4eba\u5728\u505a\u4ec0\u9ebc\u4e8b\u60c5\u3002"", ""start_index"": 16917, ""end_index"": 17018}]",data/agile.txt
什麼是隔離問題以進行除錯的方法？,"[{""content"": ""\u8981\u5728\u4e00\u500b\u5927\u7cfb\u7d71\u627e\u7279\u5b9a\u554f\u984c\uff0c\u4e0d\u8981\u6574\u500b\u7cfb\u7d71\u4e00\u8d77\u6e2c\uff0c\u800c\u662f\u5c07\u5206\u958b\u9694\u96e2\u627e\u51fa\u75c5\u56e0\u3002\u5982\u679c\u6709\u505a unit tests\uff0c\u6211\u5011\u77e5\u9053\u53ef\u4ee5\u5c07 dependence \u7684\u6771\u897f\u7528 mock object \u9694\u96e2\u51fa\u4f86\uff0c\u9019\u6a23\u6e2c\u8a66\u7684\u6642\u5019\u5c31\u4e0d\u6703\u88ab\u5916\u90e8\u56e0\u7d20\u5e72\u64fe\u3002\u540c\u7406\u5728\u6293\u6574\u500b\u7cfb\u7d71\u4e2d\u7684\u7279\u5b9a Bugs \u7684\u6642\u5019\uff0c\u5fc5\u8981\u7684\u8a71\u53ef\u4ee5\u505a\u4e00\u4e9b\u5047\u7684 prototype \u5143\u4ef6\u7528\u4ee5\u9694\u96e2\u6293\u51fa\u554f\u984c\u6240\u5728\uff0c\u540c\u6642\u4e5f\u6bd4\u8f03\u597d\u9664\u932f\u6e2c\u8a66\u3002"", ""start_index"": 15420, ""end_index"": 15598}, {""content"": ""\u6211\u81ea\u5df1\u571f\u6cd5\u7149\u92fc\u9664\u932f CSS \u4e5f\u662f\u5982\u6b64\uff0c\u5148\u79fb\u9664 CSS \u6a94\u6848\u7684\u4e00\u534a\uff0c\u770b\u770b\u554f\u984c\u662f\u4e0d\u662f\u51fa\u5728\u9019\u88e1\uff0c\u7136\u5f8c\u518d\u780d\u4e00\u534a\u76f4\u5230\u627e\u5230\u6709\u554f\u984c\u7684\u90a3\u4e00\u884c\u3002(Binary search?)"", ""start_index"": 15600, ""end_index"": 15679}]",data/agile.txt
如何有效利用解決方案日誌來簡化問題解決過程？,"[{""content"": ""\u89e3\u6c7a\u554f\u984c\u4e00\u76f4\u662f\u8edf\u9ad4\u958b\u767c\u8005\u7684\u5de5\u4f5c\u9805\u76ee(\u9019\u88e1\u6307\u7684\u554f\u984c\u6bd4\u8f03\u50cf\u662f\u8edf\u9ad4\u5b89\u88dd\u3001\u7248\u672c\u3001\u51fd\u5f0f\u5eab\u4f7f\u7528\u7b49\u7b49\u554f\u984c\uff0c\u4f8b\u5982 windows \u4e0a\u5982\u4f55\u628a MySQL Ruby gem \u88dd\u8d77\u4f86\u7b49\u7b49)\uff0c\u4e0d\u904e\u6709\u6642\u5019\u6703\u78b0\u5230\u4f3c\u66fe\u76f8\u4f3c\u7684\u554f\u984c\uff0c\u7591\uff1f\u6211\u4ee5\u524d\u662f\u600e\u9ebc\u89e3\u6c7a\u7684\uff1f\u62dc\u7db2\u8def\u767c\u9054\u4e4b\u8cdc\uff0cGoogle \u641c\u5c0b\u4e00\u4e0b\u901a\u5e38\u6703\u6709\u4e0d\u5c11\u5e6b\u52a9\uff0c\u4f46\u662f\u9084\u662f\u5f97\u82b1\u4e0d\u5c11\u6642\u9593\u627e\u5c0b\u89e3\u7b54\u3002"", ""start_index"": 14576, ""end_index"": 14731}, {""content"": ""\u81ea\u5df1\u7dad\u8b77\u4e00\u4efd\u7c21\u55ae\u7684 solutions log \u5427\uff0c\u7d00\u9304\u4e0b\u65e5\u671f\u3001\u554f\u984c\u63cf\u8ff0\u3001\u89e3\u6cd5\u3001\u53c3\u8003\u7db2\u5740\u7b49\u7b49\u8cc7\u8a0a\uff0c\u4e4b\u5f8c\u78b0\u5230\u985e\u4f3c\u7684\u554f\u984c\u5c31\u53ef\u4ee5\u641c\u5c0b\u7684\u5230\u3002\u5c07\u9019\u4efd log \u7528 wiki \u7dad\u8b77\u4e5f\u662f\u4e0d\u932f\u7684\u4e3b\u610f\u3002\u6216\u662f\u5beb\u5728 Blog \u4e0a\uff0c\u9019\u6a23 google \u641e\u4e0d\u597d\u9084\u6703\u641c\u5c0b\u5230\u81ea\u5df1\u4ee5\u524d\u5beb\u7684\u89e3\u6cd5\u2026XD"", ""start_index"": 14733, ""end_index"": 14865}]",data/agile.txt
如何在調用函式時應對例外情況？,"[{""content"": ""\u5982\u679c\u547c\u53eb\u4e00\u500b\u53ef\u80fd\u6703\u4e1f\u4f8b\u5916\u7684\u51fd\u5f0f\uff0c\u7576\u78b0\u5230\u4f8b\u5916\u6642\uff0c\u76e1\u91cf\u53ef\u4ee5\u8655\u7406\u5c31\u8655\u7406\uff0c\u4e0d\u7136\u8acb\u8b93\u4ed6\u81ea\u7136\u50b3\u64ad(Propagate)\u4e0a\u53bb\u7d66\u4e0a\u4e00\u5c64 Caller \u8655\u7406\uff0c\u4e0d\u8981\u6514\u4e0b\u4f86\u53c8\u4ec0\u9ebc\u90fd\u4e0d\u505a\u3002"", ""start_index"": 15713, ""end_index"": 15795}, {""content"": ""\u5982\u679c\u5728\u6574\u500b call stack \u4e2d\u6709\u500b\u50a2\u4f19\u5beb\u4e86\u500b\u7a7a\u500b catch \u6240\u6709\u4f8b\u5916\uff0c\u7136\u5f8c return null \u4ec0\u9ebc\u90fd\u4e0d\u505a\uff0c\u5230\u6642\u5019\u8981\u627e Bugs \u4f60\u5c31\u6703\u5f88\u60f3\u6bba\u4eba\u4e86\uff0c\u56e0\u70ba\u975e\u5f97 trace \u9032\u53bb call stack \u624d\u80fd\u627e\u5230\u539f\u56e0\u3002"", ""start_index"": 15795, ""end_index"": 15907}, {""content"": ""\u6c7a\u5b9a\u8981\u5728\u54ea\u4e00\u5c64\u8655\u7406\u4f8b\u5916\u662f\u500b\u8a2d\u8a08\u4e0a\u7684\u8003\u91cf\uff0c\u4f46\u662f\u5982\u679c\u547c\u53eb\u4e00\u500b\u51fd\u5f0f\u537b\u8981\u8003\u616e\u8655\u7406\u4e8c\u4e09\u5341\u7a2e\u4ee5\u4e0a\u7684\u4f8b\u5916\u53ef\u80fd\u5c31\u6709\u8a2d\u8a08\u4e0a\u7684\u554f\u984c\u4e86\u3002"", ""start_index"": 15983, ""end_index"": 16040}]",data/agile.txt
什麼是 Command Query Separation 技巧及其目的是什麼？,"[{""content"": ""\u4e00\u500b\u8ddf Tell, Don\u2019t Ask \u76f8\u95dc\u7684\u624b\u6cd5\u662f\u628a\u6240\u6709\u4f60\u7684\u51fd\u5f0f\u90fd\u53ea\u5206\u6210 Command \u548c Query \u5169\u7a2e\uff0c\u524d\u8005\u6703\u6539\u8b8a\u67d0\u7a2e\u72c0\u614b(\u70ba\u4e86\u65b9\u4fbf\u4e5f\u8a31\u6703\u56de\u50b3\u4e00\u4e9b\u503c)\uff0c\u5f8c\u8005\u53ea\u662f\u67e5\u8a62\u4e0d\u6703\u6709\u4efb\u4f55\u66f4\u52d5\u3002"", ""start_index"": 13125, ""end_index"": 13220}, {""content"": ""Command Query Separation \u624b\u6cd5\u7684\u539f\u610f\u662f\u907f\u514d side-effect\uff0c\u4e0d\u8981\u540c\u6642\u4fee\u6539\u53c8\u67e5\u8a62\u72c0\u614b\uff0c\u4ee5\u65b9\u4fbf\u6e2c\u8a66\u53ca\u9664\u932f\u3002"", ""start_index"": 13220, ""end_index"": 13287}]",data/agile.txt
"什麼是 Tell, Don’t Ask 與 Smalltalk 中的 message passing 方法的關聯？","[{""content"": ""\u60f3\u8981\u4ec0\u9ebc(tell)\uff0c\u800c\u4e0d\u662f\u53bb\u554f(ask)\u7269\u4ef6\u7684\u72c0\u614b\uff0c\u7136\u5f8c\u505a\u6c7a\u5b9a\u518d\u544a\u8a34\u7269\u4ef6\u8981\u505a\u4ec0\u9ebc\u3002\u6839\u64da\u88ab\u547c\u53eb\u8005\u7684\u72c0\u614b\u4f86\u505a\u6c7a\u5b9a\u7684\u908f\u8f2f\u61c9\u8a72\u662f\u88ab\u547c\u53eb\u8005\u7684\u8cac\u4efb\u3002"", ""start_index"": 13054, ""end_index"": 13123}, {""content"": ""\u4e00\u500b\u8ddf Tell, Don\u2019t Ask \u76f8\u95dc\u7684\u624b\u6cd5\u662f\u628a\u6240\u6709\u4f60\u7684\u51fd\u5f0f\u90fd\u53ea\u5206\u6210 Command \u548c Query \u5169\u7a2e\uff0c\u524d\u8005\u6703\u6539\u8b8a\u67d0\u7a2e\u72c0\u614b(\u70ba\u4e86\u65b9\u4fbf\u4e5f\u8a31\u6703\u56de\u50b3\u4e00\u4e9b\u503c)\uff0c\u5f8c\u8005\u53ea\u662f\u67e5\u8a62\u4e0d\u6703\u6709\u4efb\u4f55\u66f4\u52d5\u3002"", ""start_index"": 13125, ""end_index"": 13220}, {""content"": ""\u5728 Smalltalk \u8a9e\u8a00\u4e2d\u7528 \u201cmessage passsing\u201d \u53d6\u4ee3 method calls \u4e00\u8a5e\uff0c\u9019\u8ddf Tell, Don\u2019t Ask \u7684\u611f\u89ba\u985e\u4f3c\uff0c\u50cf\u662f\u9001\u8a0a\u606f\u800c\u4e0d\u662f\u57f7\u884c\u529f\u80fd\u3002"", ""start_index"": 13327, ""end_index"": 13420}]",data/agile.txt
為何要讓客戶參與設計決策過程？,"[{""content"": ""\u7576\u78b0\u5230\u8a2d\u8a08\u4e0a\u7684\u6c7a\u7b56\u6642\uff0c\u5c24\u5176\u662f business-critical \u6c7a\u7b56\uff0c\u4f8b\u5982\u6709\u5169\u500b\u89e3\u6c7a\u65b9\u6848\uff0c\u4e00\u500b\u8907\u96dc\u8017\u6642\u9577\uff0c\u53e6\u4e00\u500b\u8f03\u7c21\u55ae\u82b1\u8f03\u5c11\u6642\u9593\u3002\u9019\u6642\u4e0d\u8981\u81ea\u5df1\u5148\u6c7a\u5b9a\uff0c\u800c\u662f\u6e96\u5099\u597d\u8cc7\u6599(\u512a\u7f3a\u9ede\u8ddf\u8017\u6642\u4f30\u7b97)\u5411\u91d1\u4e3b(\u5ba2\u6236)\u4e26\u7528\u4ed6\u5011\u807d\u7684\u61c2\u7684\u8a9e\u8a00\uff0c\u8b93\u4ed6\u5011\u6c7a\u5b9a\u3002"", ""start_index"": 3176, ""end_index"": 3293}, {""content"": ""\u6211\u81ea\u5df1\u7684\u7d93\u9a57\u662f\u5e38\u5e38\u4f60\u6253\u7b97\u505a\u7684\u6c92\u6709\u5ba2\u6236\u60f3\u8981\u7684\u9019\u9ebc\u8907\u96dc\u5537\uff0c\u9019\u6642\u5019\u5c31\u53ef\u4ee5\u7701\u4e0b\u9019\u4e9b\u6642\u9593\u53bb\u505a\u771f\u6b63\u5ba2\u6236\u8981\u7684\u3002"", ""start_index"": 3293, ""end_index"": 3341}, {""content"": ""\u8a18\u5f97\u7d00\u9304\u4e0b\u4f86\u6bcf\u500b\u6c7a\u5b9a\u8ddf\u7406\u7531\uff0c\u7576\u7136\u4f60\u7684\u554f\u984c\u4e5f\u4e0d\u80fd\u592a\u6280\u8853\u7d30\u7bc0\uff0c\u800c\u662f\u8981\u6709\u95dc\u4fc2\u5230 business\u3002"", ""start_index"": 3343, ""end_index"": 3389}]",data/agile.txt
如何保持程式的簡單性？,"[{""content"": ""\u6548\u80fd\u5f88\u91cd\u8981\uff0c\u4f46\u662f\u5982\u679c Performance \u5df2\u7d93\u9054\u5230\u5408\u7406\u8981\u6c42\u4e86\uff0c\u8acb\u4e5f\u8003\u616e\u5be6\u505a\u65b9\u4e0d\u65b9\u4fbf\u3001\u82b1\u8cbb\u7684\u6210\u672c\u8ddf\u6642\u9593\uff0c\u800c\u4e0d\u662f\u53ea\u60f3\u201d\u66f4\u5feb\u4e00\u9ede\u201d\u4e86\u3002"", ""start_index"": 11675, ""end_index"": 11741}, {""content"": ""\u7576\u5b78\u5230\u65b0\u7684 Patterns\u3001Principles \u6216\u6280\u8853\u6642\uff0c\u8acb\u62b5\u64cb\u4f4f\u904e\u5ea6\u8a2d\u8a08\u548c\u904e\u5ea6\u8907\u96dc\u5316\u7a0b\u5f0f\u78bc\u7684\u58d3\u529b\u3002"", ""start_index"": 11979, ""end_index"": 12031}, {""content"": ""\u76e1\u91cf\u767c\u5c55\u51fa\u6700\u7c21\u660e\u7684\u89e3\u6c7a\u65b9\u6848\uff0c\u4efb\u4f55\u7b28\u86cb\u90fd\u6709\u8fa6\u6cd5\u628a\u7a0b\u5f0f\u5beb\u7684\u66f4\u5927\u66f4\u8907\u96dc\u66f4\u66b4\u529b\u3002"", ""start_index"": 12068, ""end_index"": 12104}]",data/agile.txt
什麼是測試驅動開發的好處？,"[{""content"": ""Use It Before You Build It (\u7528\u4e4b\u524d\u5148\u6e2c\u8a66\u600e\u9ebc\u7528)\n\u9019\u7bc0\u9032\u4e00\u6b65\u8ac7\u6e2c\u8a66\u9a45\u52d5\u958b\u767c(TDD)\uff0c\u5728\u5beb\u7a0b\u5f0f\u524d\u5148\u5beb\u597d\u6e2c\u8a66\u7a0b\u5f0f\u3002\u900f\u904e\u5148\u5beb\u6e2c\u8a66\u7a0b\u5f0f\uff0c\u53ef\u4ee5\u5f9e\u4f7f\u7528API\u7684\u89c0\u9ede\u4f86\u601d\u8003\u600e\u9ebc\u5beb\u7a0b\u5f0f\u3001\u600e\u9ebc\u8a2d\u8a08API\uff0c\u56e0\u800c\u5beb\u51fa\u66f4\u597d\u7528\u3001\u4e00\u81f4\u53ca\u7c21\u6f54\u7684\u7a0b\u5f0f\u4ecb\u9762\u3002"", ""start_index"": 8282, ""end_index"": 8408}]",data/agile.txt
如何及時整合專案中的變更以減少困難度？,"[{""content"": ""Integrate Early, Integrate Often (\u76e1\u65e9\u6574\u5408\u3001\u6642\u5e38\u6574\u5408)\n\u8a31\u591a\u4eba\u6703\u6703\u5ef6\u5f8c\u6574\u5408\uff0c\u7562\u7adf\u7cfb\u7d71\u6700\u5f8c\u518d\u6574\u5408\u5c31\u597d\uff0c\u53ea\u8981\u73fe\u5728\u81ea\u5df1\u7684 sub-system \u53ef\u4ee5\u52d5\u5c31\u597d\u3002\u4f46\u5982\u679c\u4f60\u4e00\u76f4\u53ea\u958b\u767c\u81ea\u5df1\u7684\u6771\u897f\uff0c\u800c\u8d8a\u6162\u8ddf\u5225\u4eba\u7684\u6771\u897f\u6574\u5408\u5728\u4e00\u8d77\uff0c\u8d8a\u662f\u8f9b\u82e6\u3002\u5efa\u8b70\u6574\u5408\u7684\u6b21\u6578\u5f9e\u4e00\u5929\u597d\u5e7e\u6b21\uff0c\u5230\u81f3\u591a\u5169\u4e09\u5929\u4e5f\u81f3\u5c11\u6709\u4e00\u6b21\u3002"", ""start_index"": 5244, ""end_index"": 5398}, {""content"": ""\u9694\u96e2\u958b\u767c(isolate)\u53ef\u4ee5\u8b93\u4f60\u958b\u767c\u66f4\u5feb\u907f\u514d\u5e72\u64fe\uff0c\u4f46 isolate \u8207 integrate \u4e0d\u662f\u4e0d\u80fd\u540c\u6642\u9032\u884c\uff0c\u6211\u5011\u53ef\u4ee5\u900f\u904e mock object \u6280\u8853\u5728 isolate \u7684\u74b0\u5883\u4e2d\u6e2c\u8a66\u4f60\u7684 sub-system\u3002\u900f\u904e\u76e1\u65e9\u6574\u5408\uff0c\u4f60\u6703\u767c\u73fe\u4f60\u7684 sub-system \u8207\u5176\u4ed6 sub-system \u5982\u4f55\u4e92\u52d5\uff0c\u8d8a\u65e9\u4e86\u89e3\u554f\u984c\u6240\u5728\uff0c\u4fee\u597d\u5b83\u7684\u5de5\u4f5c\u56f0\u96e3\u5ea6\u5c31\u8d8a\u4f4e\u3002"", ""start_index"": 5529, ""end_index"": 5704}]",data/agile.txt
為何應斟酌是否使用過期技術?,"[{""content"": ""\u6280\u8853\u5728\u9032\u6b65\uff0c\u6709\u6642\u5019\u5fc5\u9808\u628a\u820a\u6771\u897f\u7d66\u4e1f\u6389\u5b78\u65b0\u7684\uff0c\u4f8b\u5982CPU\u8b8a\u5feb\u4e86\uff0cDeveloper time \u8b8a\u91cd\u8981\u4e86\uff0c\u5f88\u591a\u4ee5\u5f80\u7684\u820a\u5beb\u6cd5\u4e0d\u518d\u9069\u7528\u5fc5\u9808\u4e1f\u6389\u3002\u4e0d\u904e\u6700\u56f0\u96e3\u7684\u7b2c\u4e00\u6b65\u5c31\u662f\u4e86\u89e3\u5230\u662f\u5426\u7528\u4e86\u904e\u671f\u7684\u89e3\u6cd5\u3002"", ""start_index"": 2445, ""end_index"": 2537}]",data/agile.txt
